0.008805,0,0,0,0,0.0037937,0,0,0,0
-0.20455,1,0,0,0,0.0088652,2,0,0,0
0.16635,0,1,0,0,-0.032241,1,1,0,0
0.15811,0,2,0,0,0.0034478,0,2,0,0
-0.14758,2,0,1,0,-0.040881,0,1,1,0
-0.4815,1,1,1,0,-0.10801,1,1,1,0
0.41544,0,2,1,0,-0.088538,2,1,1,0
0.014404,0,0,0,1,0.18856,0,2,1,0
-0.053005,2,0,0,1,-0.0037087,1,0,0,1
0.014348,0,1,0,1,0.005137,0,1,0,1
0.060683,1,1,0,1,0.020945,1,1,0,1
-0.012589,0,0,1,1,0.0047432,2,1,0,1
0.010969,1,0,1,1,-0.0072341,2,0,1,1
-0.1337,0,3,0,0,0.0043839,1,1,1,1
0.0063841,0,6,0,0,-0.02694,0,2,1,1
-0.0013272,2,6,0,0,0.055808,3,0,1,0
0.1685,3,0,1,0,0.016189,0,3,1,0
-0.050721,0,0,2,0,0.0031809,1,3,1,0
0.085456,2,0,2,0,0.015896,0,0,2,0
-0.050447,3,0,2,0,0.047173,1,0,2,0
0.010465,1,6,2,0,0.019628,3,0,2,0
-0.0064827,2,6,2,0,-0.050278,0,1,2,0
-0.0084173,0,3,0,1,-0.030055,3,1,2,0
0.016842,1,3,0,1,0.041712,2,2,2,0
-0.001023,3,3,0,1,-0.039772,0,3,2,0
-0.031779,0,3,1,1,-0.0035002,0,6,2,0
0.018604,1,0,2,1,-0.010685,3,0,0,1
-0.004108,0,2,2,1,0.001109,3,3,0,1
-0.00060685,0,0,0,2,-0.00031391,0,6,0,1
-0.0049819,1,0,0,2,0.0035985,3,0,1,1
0.0025983,2,0,0,2,-0.0014212,0,6,1,1
-0.00056053,3,0,0,2,-0.0038364,1,0,2,1
-0.0016365,1,2,0,2,0.01268,0,2,2,1
-0.00032879,1,6,0,2,-0.0031828,2,3,2,1
0.0001165,2,6,0,2,0.0033427,0,6,2,1
0.0006909,0,0,1,2,-0.0018349,1,1,0,2
0.0042175,0,3,1,2,0.00011245,3,2,0,2
5.6523e-05,3,6,1,2,-2.9723e-05,3,6,0,2
-0.0014656,0,3,2,2,0.00026955,1,0,1,2
0,0,0,0,0,0.00083265,2,0,1,2
0,0,0,0,0,0.0015533,0,2,1,2
0,0,0,0,0,0.00030268,0,6,1,2
0,0,0,0,0,-0.0001843,0,0,2,2
0,0,0,0,0,-0.0004254,0,3,2,2
0,0,0,0,0,8.6924e-05,3,3,2,2
0,0,0,0,0,-0.0004659,0,6,2,2
0,0,0,0,0,5.5419e-05,1,6,2,2
